Scenario_ID,DayofYear,Time(hr),O3 (ppb),CO (ppb),NO (ppb),NOx (ppb),CH3OH (ppb),C2H6 (ppb),ETH (ppb),TOL(ppb),XYL (ppb),ALD2 (ppb),AONE (ppb),PAR (ppb),OLET (ppb),Temperature(K),RH,BC (ug/m3),OA (ug/m3),NH4 (ug/m3),NO3 (ug/m3),SO4 (ug/m3),Chi_a,Chi_o,Chi_h
136,17,22,147.3796099,538.7662949,1.37E-05,1.390700575,0.405626002,0.970580184,1.034834646,0.645774972,0.045583739,2.681989617,10.83551778,79.50252159,0.005274072,289.222,0.8324,0.129921016,2.249076086,1.298836483,1.656806434,2.103658956,0.957523516,0.707652558,0.977505594
136,17,23,141.7206833,521.4715383,1.31E-05,1.295718867,0.402507042,0.972049953,0.970225517,0.615316743,0.047922899,2.560967065,10.33572294,75.39959983,0.005186876,289.222,0.8324,0.121352093,2.122922059,1.265535017,1.681435462,1.994345862,0.959384487,0.705966188,0.977549539
136,17,24,136.4074148,505.0871843,1.24E-05,1.235921484,0.399042095,0.973444823,0.911039669,0.586611625,0.050136253,2.449454126,9.860637315,71.51845787,0.005152582,289.222,0.8324,0.111917367,1.99886777,1.229092675,1.69157234,1.888535837,0.96172103,0.707978121,0.978332408
154,269,0,36.28208178,969.49596,23.5039882,62.34657746,0.33577358,0.996432694,18.00320121,9.041914253,0.720899387,4.510518756,2.550521792,87.18477431,0.415506479,283.013,0.9951,4.961741996,7.238986297,3.930641969,12.58814767,0.682147643,0.583375578,0.702900976,0.375358212
154,269,1,40.27443436,930.5214856,19.36693922,57.25947693,0.323873193,0.99575664,16.42533984,8.338343261,0.618061908,4.33822708,2.65144935,81.94885135,0.337201727,283.013,0.9951,4.539634621,6.796511284,4.540531835,14.195127,0.789815412,0.629727515,0.715322796,0.435288776
154,269,2,42.82548073,893.4559065,15.64041776,52.81780627,0.312629903,0.995272169,15.07457847,7.728171992,0.540956797,4.15101139,2.703900036,77.16751254,0.279821503,283.013,0.9951,4.247601219,6.486544731,4.320679007,12.06625862,0.875275948,0.626355824,0.721058428,0.429237595
154,269,3,43.43482913,858.1319311,11.95968087,49.09733219,0.302181171,0.995036562,13.95704991,7.214310564,0.487441674,3.965520712,2.703378535,72.84187938,0.240201395,283.013,0.9951,4.050818057,6.262644368,4.156241748,11.37598935,0.924433311,0.623871429,0.722713992,0.424769485
154,269,4,41.60960055,824.4224648,7.60004124,46.02310405,0.292510377,0.995040771,13.04170026,6.784170692,0.452349431,3.793409476,2.658095364,68.92772507,0.213736518,283.013,0.9951,3.770443354,5.873768182,3.956061984,10.7215882,0.923968614,0.622199181,0.722539135,0.421019838
154,269,5,35.9331241,792.2489333,0.777198874,43.15502378,0.283508566,0.995216806,12.27552832,6.415272273,0.429257548,3.642509436,2.58495927,65.34840121,0.195827945,283.013,0.9951,3.643482855,5.687381187,3.800814626,10.22806428,0.908884007,0.620278579,0.723883809,0.418191161
154,269,6,33.4642759,761.6575882,0.000154642,36.31836773,0.279332353,0.995474664,11.59869301,6.08269257,0.411791698,3.520398014,2.502485052,62.0525177,0.181451368,283.013,0.9951,3.514858494,5.487721984,3.572007502,9.581440757,0.859829403,0.619806243,0.727897235,0.418547139
154,269,7,32.21796205,732.6730432,0.000207437,30.6974506,0.291457412,0.995722693,10.96099985,5.767422954,0.39519571,3.427745147,2.424446177,59.01089026,0.166759064,283.013,0.9951,3.432931487,5.345339788,3.449482593,9.236428819,0.833067874,0.617391671,0.728103624,0.415129533
154,269,8,31.40206531,705.2114188,0.000259216,26.11891668,0.291616053,0.995946328,10.35856974,5.468152872,0.379315006,3.312261204,2.35083297,56.09844651,0.151850006,283.013,0.9951,3.018814352,4.697748402,3.431052056,9.199228264,0.802650479,0.608119195,0.708473763,0.394329626
154,269,9,30.90724436,679.193202,0.000269946,22.35842083,0.285441316,0.996151777,9.789167893,5.184130739,0.364132517,3.184120819,2.281447312,53.30892302,0.136895628,283.013,0.9951,2.824336509,4.392545478,3.27160193,8.759958094,0.762791889,0.607495126,0.706476119,0.392190928
154,269,10,30.65508584,654.542966,0.000255555,19.26662276,0.278150872,0.996342439,9.250907022,4.914673145,0.349640686,3.053640178,2.216031627,50.65400613,0.122141699,283.013,0.9951,2.722850586,4.227066404,3.113025485,8.326558162,0.723523893,0.606488461,0.707567534,0.391318696
154,269,11,30.58735723,631.1891139,0.000234233,16.71059321,0.270861762,0.996520137,8.742077199,4.659117841,0.335829279,2.924194874,2.154317965,48.13461974,0.10785323,283.013,0.9951,2.557456522,3.973029857,2.958610243,7.906211249,0.688109017,0.609015744,0.708602844,0.394573703
154,269,12,30.66055809,609.063721,0.00021224,14.58310052,0.263796731,0.996686125,8.261104453,4.416823035,0.32268549,2.796884168,2.096044309,45.74588605,0.094273867,283.013,0.9951,2.505389613,3.88666313,2.820185156,7.529223309,0.657651619,0.609771824,0.712522637,0.397281412
154,269,13,30.84176958,588.1023148,0.000191501,12.80144138,0.257014782,0.996841371,7.806494095,4.187154868,0.310190633,2.672309603,2.040972172,43.48189676,0.081605509,283.013,0.9951,2.297427246,3.565312559,2.691987215,7.188593645,0.623829829,0.611065898,0.709259123,0.396895471
154,269,14,31.10565966,568.2436798,0.000172627,11.3020355,0.250532064,0.996986592,7.376800584,3.969482434,0.298318783,2.550915842,1.988896416,41.3366751,0.069998661,283.013,0.9951,2.325777685,3.607828199,2.474081167,6.586913631,0.589661679,0.619588372,0.726571378,0.415499693
154,269,15,31.43243568,549.4297126,0.00015576,10.03538547,0.244348748,0.997122298,6.970633185,3.763185697,0.287039113,2.43307754,1.939641894,39.30431903,0.059549828,283.013,0.9951,2.213659606,3.431730945,2.359415856,6.283379598,0.560894058,0.619052133,0.725993148,0.414604314
154,269,16,31.80645221,531.6053063,0.000140833,8.962064932,0.238458632,0.997248903,6.586677581,3.567668797,0.27631996,2.319149474,1.893052151,37.37907301,0.050303166,283.013,0.9951,2.100484358,3.253525906,2.253284653,6.003104673,0.53421904,0.618467445,0.724897415,0.413337151
154,269,17,32.2152457,514.7182349,0.000127703,8.049918329,0.232853354,0.997366805,6.223710164,3.382369234,0.266131912,2.209491264,1.848979341,35.55539198,0.042254753,283.013,0.9951,1.968723465,3.049905035,2.157914838,5.750715797,0.510156946,0.619620323,0.723564417,0.413981861
154,269,18,41.80218668,498.7268409,2.564690951,20.14509993,0.227405127,0.997364502,5.851708346,3.195490894,0.25296662,2.138984889,1.816202725,33.76809095,0.03841267,283.013,0.9951,1.91045817,2.96114986,2.080001693,5.534920424,0.501644485,0.618613479,0.723380471,0.412743266
154,269,19,44.87561323,483.7346554,4.106867885,18.92152778,0.221534144,0.997202481,5.464696312,3.003942138,0.236022715,2.060186997,1.796530934,32.00045584,0.034924882,283.013,0.9951,1.819979147,2.832369328,1.990554429,5.294469659,0.49485223,0.618469623,0.722528866,0.412321387
154,269,20,47.80229706,469.6229012,4.569141973,17.46507895,0.215655075,0.996662413,5.024705524,2.789617964,0.210291458,1.968077919,1.805474786,30.21416273,0.030005217,283.013,0.9951,1.769505056,2.785055641,1.904876152,5.0604244,0.514616306,0.621357658,0.72581726,0.417870641
154,269,21,51.15431371,456.2582119,4.404448447,15.75863011,0.209656864,0.995607586,4.520674685,2.546392112,0.175734892,1.860418012,1.849914581,28.37704213,0.023860079,283.013,0.9951,1.710257891,2.750918487,1.809476118,4.782143339,0.563122962,0.62626956,0.73045575,0.427221826
154,269,22,55.09834386,443.5325385,3.877734073,13.83977243,0.2035019,0.993979207,3.965777494,2.278414318,0.136630409,1.736976293,1.929185429,26.48312989,0.017432036,283.013,0.9951,1.478465842,2.47154925,1.805301956,4.742941726,0.645683249,0.626258345,0.713587313,0.421733315
154,269,23,59.51682929,431.3712244,3.186103715,11.81705332,0.197238532,0.991821047,3.393769168,1.999115458,0.099428628,1.600797174,2.034114493,24.55684021,0.011846837,283.013,0.9951,1.396561067,2.447062113,1.70324612,4.37636787,0.744214578,0.634587133,0.719423082,0.439788543
154,269,24,64.04033549,419.7301967,2.480547212,9.858614032,0.191019954,0.98931867,2.850875854,1.728694622,0.069546566,1.460132364,2.147382999,22.65782463,0.007803091,283.013,0.9951,1.321761156,2.437376454,1.618236961,4.024950418,0.856316499,0.640300685,0.724094435,0.455831599
155,76,0,3.635953724,968.3141174,0.000229004,65.02960274,0.356572081,0.996200662,17.06876162,6.848701285,1.356704467,5.311226754,2.40064405,104.5977476,0.773394506,279.125,0.5855,0.119018739,1.334625179,3.091491832,9.535601941,0.258806307,0.833883819,0.75246918,0.642839591
155,76,1,5.412163961,928.4930896,0.000124423,60.90064777,0.356918358,0.997605694,16.1665411,6.491070452,1.288442772,5.377701464,2.353573583,98.62269981,0.73000702,279.125,0.5855,0.112980621,1.277939036,2.926383209,9.031865803,0.241168749,0.837381295,0.756427962,0.652306085
155,76,2,6.964153758,890.76469,0.000104585,56.874682,0.359321824,0.999082177,15.30983813,6.152248184,1.223771737,5.46637596,2.307673757,92.9379584,0.688100527,279.125,0.5855,0.10915376,1.236377914,2.700103669,8.345240681,0.218678922,0.836020436,0.761993576,0.656157963
155,76,3,8.375678652,855.0108607,0.000105705,52.94967627,0.362441588,1.000126816,14.498509,5.831831007,1.162953119,5.507112404,2.257731545,87.6759041,0.648011522,279.125,0.5855,0.100466408,1.163644989,2.595061744,8.036762862,0.207109174,0.845827454,0.765687931,0.674371456
155,76,4,24.93117273,821.1508022,11.98220753,51.48876322,0.357907896,1.000062398,13.61118156,5.492848595,1.078224086,5.520730106,2.259893446,82.53241127,0.588713894,279.125,0.5855,0.095942261,1.13041226,2.643851311,8.277531866,0.218779558,0.867834056,0.781647586,0.714516098
155,76,5,32.20707547,789.4431555,15.14666751,48.16692044,0.35025912,0.999760404,12.71303215,5.156761645,0.987329484,5.421844742,2.275451694,77.69573766,0.522785889,279.125,0.5855,0.088528051,1.042079791,2.374791615,7.619173636,0.202933028,0.880051616,0.799533841,0.742417373
155,76,6,37.71536126,759.6902472,15.28611498,44.62774755,0.340335345,0.999251799,11.75827781,4.805006067,0.878445397,5.216682788,2.321393176,73.11590389,0.445989267,279.125,0.5855,0.083655221,1.026406966,2.428466827,8.02880197,0.222448724,0.902823369,0.817601989,0.786691232
155,76,7,42.8903923,731.6690612,14.15249153,40.93747229,0.329085765,0.998528763,10.76137573,4.440867505,0.757653945,4.934166692,2.397704844,68.73597031,0.364609436,279.125,0.5855,0.077700736,1.018334095,2.43448177,8.017416876,0.252230684,0.917784029,0.828320158,0.818218426
155,76,8,47.89839337,705.1658669,12.5078292,37.22890704,0.317487636,0.997646124,9.763756663,4.077004867,0.637288118,4.614553283,2.493350518,64.53488973,0.287782642,279.125,0.5855,0.072880514,1.049129297,2.36413772,7.703583751,0.3032902,0.926891531,0.834573987,0.841870634
155,76,9,52.53383256,680.0075441,10.74432559,33.65781443,0.306116856,0.996691493,8.811343551,3.728108605,0.528439789,4.288727032,2.591792707,60.53352451,0.222270805,279.125,0.5855,0.067622636,1.07641564,2.243502749,7.213843526,0.356459433,0.931640041,0.835416127,0.857155242
155,76,10,56.46882475,656.0653113,9.044089016,30.37800206,0.295265296,0.995772649,7.944418642,3.407657396,0.438105774,3.977669531,2.675217731,56.77817012,0.171013547,279.125,0.5855,0.061757901,1.088461416,2.110721761,6.689311276,0.404751303,0.934745805,0.834460242,0.868547671
155,76,11,59.34395691,633.2451414,7.451483343,27.52165608,0.285098559,0.995009299,7.193445769,3.126481349,0.369156129,3.697029957,2.72755983,53.32118788,0.133857472,279.125,0.5855,0.058147757,1.109271432,2.006755418,6.271814387,0.447394962,0.935990804,0.833250495,0.875721575
155,76,12,60.83762638,611.474942,5.896114218,25.169735,0.275716014,0.994508857,6.574117416,2.890789508,0.321067646,3.458024631,2.738080542,50.20008409,0.108767306,279.125,0.5855,0.056750388,1.137350168,1.931995466,5.965436376,0.482339184,0.935990394,0.833650335,0.879798561
155,76,13,60.72796569,590.6922653,4.173328614,23.31534685,0.267136661,0.994322145,6.081580131,2.699661451,0.290661202,3.265412718,2.705707044,47.41527243,0.092830494,279.125,0.5855,0.053004745,1.107913571,1.820260378,5.569990114,0.490015908,0.937350285,0.835973954,0.884860718
155,76,14,58.8301217,570.8400079,1.864050104,21.81857107,0.25928082,0.994410234,5.690335866,2.544520008,0.272962796,3.116746536,2.640586516,44.92140994,0.082977549,279.125,0.5855,0.049600432,1.064363527,1.72988386,5.264092789,0.485934377,0.937303765,0.834130046,0.885681531
155,76,15,55.65971144,551.9001543,6.40E-05,18.72079879,0.25216902,0.994671406,5.366169895,2.41320539,0.262700386,3.003888784,2.558327727,42.65258762,0.076502224,279.125,0.5855,0.046305604,1.007902006,1.635620069,4.960398895,0.470421271,0.938429549,0.836583264,0.888327018
155,76,16,53.77323283,533.9363873,6.74E-05,14.93896363,0.255917979,0.994957373,5.068378218,2.291220138,0.253983725,2.92469609,2.477317891,40.58702375,0.070555037,279.125,0.5855,0.043785702,0.963928523,1.581640489,4.794118486,0.45625211,0.940313532,0.838885543,0.891426401
155,76,17,52.32274599,516.914878,8.32E-05,12.07334622,0.26163901,0.995219406,4.787283324,2.175249026,0.245549649,2.844566823,2.400890792,38.64864209,0.0646267,279.125,0.5855,0.041377587,0.899110593,1.461168534,4.419534723,0.427233993,0.940693873,0.84223547,0.892295405
155,76,18,51.19677221,500.7864256,9.01E-05,9.851936558,0.259005097,0.995458468,4.521746324,2.064990757,0.237383691,2.749846687,2.328914498,36.78863174,0.058735537,279.125,0.5855,0.040156632,0.876591826,1.444438164,4.367976701,0.42237449,0.940249232,0.838695073,0.890852565
155,76,19,50.31850222,485.5051299,8.65E-05,8.129310062,0.253726068,0.995679189,4.271131188,1.960298433,0.229534258,2.649322228,2.26107131,35.00928042,0.052944139,279.125,0.5855,0.038243263,0.813039174,1.308424821,3.951920849,0.385692945,0.940417939,0.845884708,0.891887606
155,76,20,49.63018532,471.0272704,7.89E-05,6.792682424,0.248011589,0.995884973,4.034809336,1.861006533,0.222038618,2.548287705,2.197019512,33.31682938,0.047338995,279.125,0.5855,0.037292549,0.779692715,1.247307468,3.768741129,0.366597986,0.940194747,0.848171856,0.891335545
155,76,21,49.08841484,457.3111385,7.08E-05,5.748670139,0.242354242,0.996078091,3.812111398,1.766918328,0.21491647,2.448679564,2.136435419,31.71112499,0.042008802,279.125,0.5855,0.033806263,0.722712302,1.185238721,3.582909658,0.347124716,0.94282235,0.849381566,0.895396413
155,76,22,48.66046952,444.3168786,6.33E-05,4.927553685,0.236878199,0.996259895,3.602300586,1.677799375,0.208165813,2.351336428,2.079057089,30.18914596,0.037030726,279.125,0.5855,0.032091746,0.687735795,1.140674082,3.450620623,0.332382189,0.943833276,0.850336418,0.896745332
155,76,23,48.3213863,432.0064277,5.67E-05,4.278947607,0.231622452,0.996431006,3.404594732,1.593388071,0.201766671,2.256730476,2.024692287,28.74711471,0.032465395,279.125,0.5855,0.029952954,0.648524571,1.093347102,3.309541451,0.317171296,0.945765679,0.852118002,0.899809366
155,76,24,48.0519604,420.3435712,5.10E-05,3.765450105,0.2265986,0.996591711,3.218230202,1.513421649,0.195692755,2.165217885,1.973189037,27.38102369,0.028355558,279.125,0.5855,0.027776267,0.61113647,1.049374022,3.177577194,0.303648779,0.948040695,0.854454941,0.90353073
157,187,0,62.56495131,394.5670277,2.699748803,13.23016089,0.209843071,0.992562738,3.341251925,1.541026302,1.498329896,4.763719192,3.728247836,77.6587641,0.845349366,289.923,0.9353,0.116880897,5.194104475,1.932914102,5.165441936,0.358936309,0.667418704,0.921059895,0.538122155
157,187,1,67.89243727,410.7081753,2.599559975,14.37881538,0.228279585,0.990679575,3.438728283,1.735689265,1.474556375,5.065940195,4.523785225,88.37225323,0.803877927,289.923,0.9353,0.130567437,5.89442678,2.429358704,6.585166286,0.511497013,0.668415584,0.910928544,0.531375184
157,187,2,72.55619198,445.2239549,2.486484397,16.86723627,0.256421601,0.988721835,3.905107983,2.071258097,1.67147523,5.71398859,5.500587675,106.2120856,0.903837438,289.923,0.9353,0.155183603,7.034713003,2.956798871,8.1055006,0.670425214,0.655341202,0.905039752,0.510096943
157,187,3,73.50723564,479.3545855,2.021533974,19.85155965,0.285887917,0.987749798,4.462912196,2.425187654,1.985023905,6.340295908,6.28339966,123.9775398,1.075831805,289.923,0.9353,0.172032282,7.80300801,3.367836179,9.255460255,0.780716921,0.651291997,0.902782674,0.501883953
157,187,4,69.99174459,510.9182163,0.633446472,23.08575616,0.316969698,0.987537012,5.065679227,2.807618368,2.395782488,6.931043289,6.8803799,141.8922299,1.29576214,289.923,0.9353,0.196636768,8.800424179,3.479250366,9.541064464,0.81181065,0.615961184,0.903026876,0.457826639
157,187,5,61.54638333,544.482059,0.006758983,25.00908135,0.350157991,0.988174165,5.837865104,3.247366243,2.998611487,7.418864967,7.223827782,161.3806246,1.625842769,289.923,0.9353,0.222099022,9.803328849,3.466077955,9.457404858,0.789995182,0.578278717,0.905079286,0.413110932
157,187,6,54.05212331,599.7977809,0.010483405,28.21848824,0.378739139,0.988879097,7.201652825,3.82934796,3.95343837,7.94369874,7.556259957,190.0757486,2.209116372,289.923,0.9353,0.261007693,11.36362717,3.326147552,9.027818088,0.743321452,0.537925138,0.911922715,0.369661093
157,187,7,46.1688834,675.8047189,0.014765323,33.14744581,0.400716907,0.989542916,9.05854951,4.496733807,5.163607989,8.691827881,7.856905623,223.4357429,2.996265325,289.923,0.9353,0.288077786,12.48225119,3.30936537,8.916340722,0.727156193,0.513042867,0.914785479,0.341690236
157,187,8,39.45197159,742.519808,0.016952415,36.42779189,0.416365344,0.990205383,10.70353691,4.836478844,6.147117317,9.409677861,7.852341439,246.9861125,3.672051688,289.923,0.9353,0.316669037,13.65425121,3.183011011,8.502057271,0.689612807,0.493392762,0.920300893,0.321724154
157,187,9,33.85490344,767.1920591,0.004151811,39.0153278,0.421200917,0.990759528,11.2767444,4.91895186,6.493583762,9.689443864,7.767549656,254.6340452,3.839604945,289.923,0.9353,0.347228387,14.9006374,3.167961398,8.370056827,0.675452208,0.476478172,0.923811694,0.30319101
157,187,10,31.84509144,737.9694809,0.000404833,32.80448804,0.411215704,0.991376187,10.64399124,4.663198976,6.144733752,9.358463638,7.422329215,241.1606018,3.450164969,289.923,0.9353,0.322838922,13.85447588,3.000296921,7.830098472,0.623814287,0.476766886,0.923941209,0.30320184
157,187,11,30.51147795,710.2879874,0.000408918,28.02520462,0.400286586,0.991857165,10.04873779,4.420797611,5.813760197,8.94452217,7.094627318,228.4328974,3.024884894,289.923,0.9353,0.303724949,13.03201858,2.899471074,7.499270455,0.582131606,0.479583041,0.923796435,0.306451019
157,187,12,29.61885676,684.0689736,0.000384267,24.49072635,0.388855213,0.99228725,9.486604555,4.190563124,5.497207253,8.527100184,6.78669903,216.3124863,2.59731663,289.923,0.9353,0.290291893,12.46398895,2.932382203,7.529020063,0.562338406,0.48509735,0.922329909,0.31215996
157,187,13,29.03589977,659.2319181,0.000353104,21.77854981,0.377361093,0.99268187,8.955665206,3.972021677,5.195203051,8.110250924,6.496772166,204.8211532,2.195677072,289.923,0.9353,0.275125834,11.80539379,2.783969557,7.115992261,0.510124804,0.487462902,0.923029655,0.315988045
157,187,14,28.67962835,635.7015847,0.000322958,19.59583835,0.366037812,0.993047952,8.454476919,3.764790443,4.908206181,7.696233652,6.223005539,193.946297,1.835544152,289.923,0.9353,0.259463995,11.14342101,2.779783094,7.076453729,0.484107442,0.494639909,0.921282258,0.323863314
157,187,15,28.49535131,613.4075981,0.00029536,17.76397716,0.354996817,0.993389753,7.981580924,3.568433328,4.63625855,7.287823167,5.963895887,183.6652712,1.522289571,289.923,0.9353,0.24445319,10.50077108,2.705253749,6.867525028,0.449142047,0.502170071,0.920934289,0.333076873
157,187,16,28.44538835,592.2839505,0.000270354,16.17732145,0.344299663,0.99371021,7.535483965,3.38247026,4.379044877,6.88792944,5.718268751,173.950392,1.255141818,289.923,0.9353,0.229697618,9.875812743,2.724261919,6.907717553,0.432576418,0.509599306,0.918253888,0.340107666
157,187,17,28.50258938,572.2685425,0.000247667,14.77327791,0.333983207,0.994011482,7.114703766,3.206402704,4.136035664,6.499188098,5.485186851,164.7719265,1.030287075,289.923,0.9353,0.211639789,9.104672818,2.55041281,6.499462888,0.392874989,0.517937431,0.918679672,0.350769682
157,187,18,28.64655762,553.302803,0.000227012,13.51399894,0.324069909,0.994295231,6.717802861,3.039731856,3.906590238,6.123774751,5.263873338,156.0999672,0.842748147,289.923,0.9353,0.201820239,8.688495956,2.455169445,6.307391019,0.371677054,0.524850298,0.919234667,0.35970675
157,187,19,31.94155934,535.3268619,0.254434494,18.33371088,0.314894196,0.994554401,6.341165331,2.881289363,3.686557404,5.783558867,5.055263149,147.91162,0.700315318,289.923,0.9353,0.190822251,8.224591722,2.307835589,5.972586807,0.350254675,0.530785614,0.920640944,0.367975054
157,187,20,39.90707628,518.5252884,2.952758141,18.56422699,0.304539879,0.994258411,5.86593979,2.690262042,3.275463508,5.553507754,5.024849578,139.6022247,0.597497671,289.923,0.9353,0.175915911,7.63642938,2.192699529,5.71665899,0.37144762,0.548407336,0.920759345,0.389091913
157,187,21,48.94525345,503.2071449,3.255452814,16.55784819,0.293869488,0.993169887,5.264763474,2.455185471,2.656525913,5.325448516,5.222459536,130.9193958,0.455040113,289.923,0.9353,0.162309866,7.180891294,2.208372805,5.811548569,0.460365916,0.581695227,0.918554884,0.42817829
157,187,22,61.42433396,489.3315763,2.606688579,13.67678895,0.282608916,0.990996419,4.52678491,2.169099328,1.892900862,5.059269175,5.694690003,121.5740542,0.294771093,289.923,0.9353,0.157700996,7.205060315,2.031999215,5.185821631,0.605988659,0.616021511,0.925222875,0.476005084
157,187,23,76.06661512,476.5546543,1.737614056,10.30879222,0.270983662,0.987818682,3.729583841,1.855994058,1.187330524,4.709491568,6.365517261,111.6742279,0.162512198,289.923,0.9353,0.149309654,7.137994768,1.967478473,4.567230366,0.8493006,0.636421755,0.925913424,0.503567428
157,187,24,89.62846927,464.3134016,1.056565943,7.287350273,0.259859643,0.984246136,3.003899537,1.562393788,0.698287956,4.295551879,7.03638582,101.9075017,0.082273522,289.923,0.9353,0.141185854,7.074974206,1.90318532,3.928481132,1.115894492,0.660181047,0.928257329,0.538464033
187,135,0,7.248389312,433.4198266,19.77914086,65.00765708,0.735292596,0.999500985,10.45161003,5.898184857,4.798911009,2.829826178,1.28532278,99.61640268,0.179907801,286.137,0.6286,0.399368458,0.146402514,0.550728059,1.863755904,0.071404105,0.740874483,0.578689583,0.618001955
187,135,1,12.32300944,471.2209905,30.6281753,71.9988994,0.812703031,0.999346591,12.2790236,6.756434191,5.547392425,3.246524437,1.372735989,115.2026371,0.206068201,286.137,0.6286,0.453771703,0.171682327,0.646982676,2.201278395,0.075898427,0.737909627,0.568177415,0.612661231
187,135,2,14.3080595,523.3762584,38.31937363,80.42448377,0.868747402,0.998991352,14.70204043,7.707012127,6.403037553,3.92207645,1.541039487,133.3042527,0.236252975,286.137,0.6286,0.541611035,0.231533807,0.897424762,3.060512458,0.085353129,0.778025571,0.603211719,0.669602248
187,135,3,16.52378698,569.6916799,41.20560778,85.91359887,0.896954189,0.998398765,16.65141464,8.078104311,6.832989788,4.717241649,1.800089396,145.621324,0.251590014,286.137,0.6286,0.578643179,0.35792099,1.398748538,4.773434863,0.104548287,0.835103412,0.641143797,0.754567283
187,135,4,19.07571621,587.9866091,40.76356866,89.39190157,0.904430577,0.997626199,16.92632637,7.995275249,6.504766452,5.321661486,2.126903135,148.6867681,0.234698456,286.137,0.6286,0.617990175,0.589624329,2.127976616,7.244040711,0.131715809,0.876229136,0.660551234,0.823589279
187,135,5,23.84366875,569.9587522,32.31527803,82.30707412,0.865838402,0.996837524,15.4596793,7.373482015,5.531296463,5.486790638,2.416229573,139.7914297,0.193070657,286.137,0.6286,0.559919364,0.845703066,2.606357508,8.832129425,0.15797647,0.911275636,0.69166476,0.889330277
187,135,6,27.22480875,552.6859514,25.09179846,75.93142129,0.827177974,0.996228508,14.18838124,6.828678842,4.781670392,5.420539965,2.606194353,131.7336795,0.161705443,286.137,0.6286,0.52066362,1.070561885,2.70521852,9.116825706,0.18352393,0.923255823,0.703423861,0.917591125
187,135,7,27.85047505,535.833719,18.4327881,70.58137514,0.789885561,0.995907932,13.14736007,6.373722962,4.262513362,5.245344615,2.68417934,124.4309857,0.140491264,286.137,0.6286,0.489107938,1.210611297,2.663537339,8.9349421,0.20247532,0.929240184,0.712431584,0.931995851
187,135,8,23.90874886,519.2779044,10.19801771,66.23963097,0.754633258,0.995875376,12.31244783,5.998529007,3.925354121,5.03734214,2.668300562,117.7758791,0.12719632,286.137,0.6286,0.453053308,1.234640162,2.517666207,8.41620206,0.208360738,0.930711255,0.712183089,0.936669766
187,135,9,15.15431818,503.1163539,0.000334894,61.12280592,0.721495254,0.996050125,11.63252119,5.681029135,3.705146898,4.832865515,2.592955973,111.6470387,0.119311198,286.137,0.6286,0.421768927,1.21798568,2.396734197,7.989593934,0.208945033,0.932621759,0.715757898,0.939723384
187,135,10,15.16520838,487.7211775,0.000264841,54.65400452,0.69909907,0.996269232,11.01243973,5.387457404,3.515146624,4.662022029,2.509966215,105.9389957,0.112291612,286.137,0.6286,0.402561596,1.167654672,2.245481934,7.477215775,0.199720595,0.931314683,0.713926145,0.938504104
187,135,11,15.35230483,473.1374681,0.000357667,48.95979815,0.688305522,0.996470015,10.42551015,5.109195261,3.3348181,4.503774472,2.431203723,100.5888366,0.105018478,286.137,0.6286,0.381201357,1.108289654,2.121477867,7.051047668,0.195726556,0.93074422,0.712677678,0.937596224
187,135,12,15.67024765,459.3229715,0.000457632,43.87884724,0.668150932,0.996655597,9.869537939,4.84534209,3.16340627,4.330350952,2.356827697,95.49818901,0.097556711,286.137,0.6286,0.36106262,1.044821497,1.988611227,6.598257837,0.189272201,0.92979565,0.711639026,0.936182285
187,135,13,16.09040671,446.2373281,0.0005034,39.33935479,0.643007945,0.996828617,9.342806723,4.595159594,3.000491551,4.148480009,2.286653169,90.64888097,0.089973922,286.137,0.6286,0.344525603,0.992464686,1.874160808,6.211926763,0.182241058,0.928440836,0.709027663,0.934582797
187,135,14,16.5918788,433.8421476,0.000498054,35.29554667,0.617314893,0.996990438,8.843766538,4.357961061,2.845709481,3.966360371,2.220450696,86.04125733,0.082363882,286.137,0.6286,0.322691875,0.937527817,1.756281235,5.81616368,0.173910488,0.928137266,0.709114905,0.933864234
187,135,15,17.15820626,422.1009857,0.000471416,31.6946277,0.592423212,0.997142009,8.370955822,4.133086613,2.698691058,3.787619634,2.15799415,81.67091804,0.074831381,286.137,0.6286,0.317462711,0.90265433,1.672282948,5.533317978,0.168248594,0.924366722,0.69989642,0.929702963
187,135,16,17.77624537,410.9792914,0.000438504,28.48556123,0.568621293,0.997283968,7.922994542,3.919904174,2.559069071,3.61340632,2.099068652,77.52816274,0.067478378,286.137,0.6286,0.308648457,0.85590211,1.571906905,5.198743009,0.160389763,0.921953213,0.697546181,0.926530758
187,135,17,18.43546005,400.4443193,0.000404495,25.62384051,0.545947895,0.997416821,7.498582517,3.71781145,2.426486833,3.444138974,2.043471007,73.60188523,0.060398076,286.137,0.6286,0.293381916,0.818198802,1.491188571,4.928820155,0.154633696,0.921371006,0.697370722,0.925521813
187,135,18,19.12727036,390.4650366,0.00037135,23.0711389,0.524383119,0.997541014,7.09649347,3.526235464,2.300600459,3.280049239,1.991009678,69.88110193,0.053671758,286.137,0.6286,0.281409855,0.773412392,1.396974137,4.613663773,0.146970609,0.919532094,0.695493671,0.922962649
